Year,Phase,Treatment code,Treatment  kg P as triple superphosphate kgP/ha,Plot,Sub-plot , Yield of  spring barley grain  at 85% dry matter t/ha , Yield of  spring barley straw  at 85% dry matter  t/ha, Yield of  winter* wheat grain  at 85% dry matter  t/ha  (*spring wheat in 2001), Yield of winter* wheat straw  at 85% dry matter  t/ha (*spring wheat in 2001),% P in grain,% P in straw,P uptake in grain kg/ha,P uptake in straw kg/ha,Total P uptake grain plus straw kg/ha,Olsen P mg/kg,Total P mg/kg
1974,III,P0,0,1,011,,,,,,,,,,2.8,362
1974,III,P0,0,1,012,,,,,,,,,,2.8,362
1974,III,P0,0,1,013,,,,,,,,,,2.5,352
1974,III,P0,0,1,014,,,,,,,,,,2.5,352
1974,III,P0,0,3,031,,,,,,,,,,12.7,544
1974,III,P0,0,3,032,,,,,,,,,,12.7,544
1974,III,P0,0,3,033,,,,,,,,,,12.1,531
1974,III,P0,0,3,034,,,,,,,,,,12.1,531
1974,III,P0,0,5,051,,,,,,,,,,3.3,363
1974,III,P0,0,5,052,,,,,,,,,,3.3,363
1974,III,P0,0,5,053,,,,,,,,,,2.7,358
1974,III,P0,0,5,054,,,,,,,,,,2.7,358
1974,III,P0,0,7,071,,,,,,,,,,7.9,487
1974,III,P0,0,7,072,,,,,,,,,,7.9,487
1974,III,P0,0,7,073,,,,,,,,,,7.8,463
1974,III,P0,0,7,074,,,,,,,,,,7.8,463
1974,III,P0,0,9,091,,,,,,,,,,11.7,516
1974,III,P0,0,9,092,,,,,,,,,,11.7,516
1974,III,P0,0,9,093,,,,,,,,,,9.2,480
1974,III,P0,0,9,094,,,,,,,,,,9.2,480
1975,III,Fallow,Fallow,1,011,,,,,,,,,,,
1975,III,Fallow,Fallow,1,012,,,,,,,,,,,
1975,III,Fallow,Fallow,1,013,,,,,,,,,,,
1975,III,Fallow,Fallow,1,014,,,,,,,,,,,
1975,III,Fallow,Fallow,3,031,,,,,,,,,,,
1975,III,Fallow,Fallow,3,032,,,,,,,,,,,
1975,III,Fallow,Fallow,3,033,,,,,,,,,,,
1975,III,Fallow,Fallow,3,034,,,,,,,,,,,
1975,III,Fallow,Fallow,5,051,,,,,,,,,,,
1975,III,Fallow,Fallow,5,052,,,,,,,,,,,
1975,III,Fallow,Fallow,5,053,,,,,,,,,,,
1975,III,Fallow,Fallow,5,054,,,,,,,,,,,
1975,III,Fallow,Fallow,7,071,,,,,,,,,,,
1975,III,Fallow,Fallow,7,072,,,,,,,,,,,
1975,III,Fallow,Fallow,7,073,,,,,,,,,,,
1975,III,Fallow,Fallow,7,074,,,,,,,,,,,
1975,III,Fallow,Fallow,9,091,,,,,,,,,,,
1975,III,Fallow,Fallow,9,092,,,,,,,,,,,
1975,III,Fallow,Fallow,9,093,,,,,,,,,,,
1975,III,Fallow,Fallow,9,094,,,,,,,,,,,
1976,III,P0,0,1,011,0.01,0.05,,,0.233,0.056,0.0,0.0,0.0,,
1976,III,P0,0,1,012,0.03,0.03,,,0.235,0.051,0.1,0.0,0.1,,
1976,III,P0,0,1,013,0.12,0.19,,,0.241,0.052,0.2,0.1,0.3,,
1976,III,P0,0,1,014,0.28,0.19,,,0.271,0.060,0.6,0.1,0.7,,
1976,III,P0,0,3,031,2.23,1.27,,,0.311,0.069,5.9,0.7,6.6,,
1976,III,P0,0,3,032,2.21,1.37,,,0.314,0.060,5.9,0.7,6.6,,
1976,III,P0,0,3,033,2.05,1.29,,,0.33,0.068,5.8,0.7,6.5,,
1976,III,P0,0,3,034,2.36,1.34,,,0.348,0.109,7.0,1.2,8.2,,
1976,III,P0,0,5,051,0.22,0.15,,,0.239,0.063,0.4,0.1,0.5,,
1976,III,P0,0,5,052,0.22,0.23,,,0.232,0.053,0.4,0.1,0.5,,
1976,III,P0,0,5,053,0.12,0.15,,,0.245,0.053,0.2,0.1,0.3,,
1976,III,P0,0,5,054,0.34,0.15,,,0.268,0.059,0.8,0.1,0.8,,
1976,III,P0,0,7,071,1.19,0.89,,,0.273,0.061,2.8,0.5,3.2,,
1976,III,P0,0,7,072,1.02,0.73,,,0.279,0.066,2.4,0.4,2.8,,
1976,III,P0,0,7,073,1.06,0.75,,,0.299,0.068,2.7,0.4,3.1,,
1976,III,P0,0,7,074,1.44,0.89,,,0.302,0.082,3.7,0.6,4.3,,
1976,III,P0,0,9,091,1.10,0.84,,,0.292,0.067,2.7,0.5,3.2,,
1976,III,P0,0,9,092,0.93,0.90,,,0.28,0.067,2.2,0.5,2.7,,
1976,III,P0,0,9,093,0.96,0.75,,,0.295,0.070,2.4,0.4,2.9,,
1976,III,P0,0,9,094,0.62,0.74,,,0.311,0.096,1.6,0.6,2.2,,
1977,III,P0,0,1,011,2.52,1.32,,,0.235,0.051,5.0,0.6,5.6,,
1977,III,P0,0,1,012,2.17,1.18,,,0.241,0.052,4.4,0.5,5.0,,
1977,III,P0,0,1,013,1.72,0.70,,,0.271,0.06,4.0,0.4,4.3,,
1977,III,P0,0,1,014,3.37,1.60,,,0.233,0.056,6.7,0.8,7.4,,
1977,III,P0,0,3,031,5.36,3.06,,,0.314,0.06,14.3,1.6,15.9,,
1977,III,P0,0,3,032,4.35,2.41,,,0.33,0.068,12.2,1.4,13.6,,
1977,III,P0,0,3,033,2.71,1.10,,,0.348,0.109,8.0,1.0,9.0,,
1977,III,P0,0,3,034,4.69,3.04,,,0.311,0.069,12.4,1.8,14.2,,
1977,III,P0,0,5,051,2.56,1.32,,,0.232,0.053,5.0,0.6,5.6,,
1977,III,P0,0,5,052,2.51,1.24,,,0.245,0.053,5.2,0.6,5.8,,
1977,III,P0,0,5,053,1.81,0.68,,,0.268,0.059,4.1,0.3,4.5,,
1977,III,P0,0,5,054,3.36,1.45,,,0.239,0.063,6.8,0.8,7.6,,
1977,III,P0,0,7,071,4.68,2.78,,,0.279,0.066,11.1,1.6,12.7,,
1977,III,P0,0,7,072,3.50,1.96,,,0.299,0.068,8.9,1.1,10.0,,
1977,III,P0,0,7,073,2.17,0.91,,,0.302,0.082,5.6,0.6,6.2,,
1977,III,P0,0,7,074,3.69,2.86,,,0.273,0.061,8.6,1.5,10.0,,
1977,III,P0,0,9,091,4.73,2.71,,,0.28,0.067,11.3,1.5,12.8,,
1977,III,P0,0,9,092,3.77,1.84,,,0.295,0.07,9.5,1.1,10.5,,
1977,III,P0,0,9,093,2.57,0.95,,,0.311,0.096,6.8,0.8,7.6,,
1977,III,P0,0,9,094,5.17,2.73,,,0.292,0.067,12.8,1.6,14.4,,
1978,III,P0,0,1,011,2.27,0.88,,,0.241,0.052,4.7,0.4,5.0,,
1978,III,P0,0,1,012,1.56,0.44,,,0.271,0.06,3.6,0.2,3.8,,
1978,III,P0,0,1,013,2.69,1.10,,,0.233,0.056,5.3,0.5,5.9,,
1978,III,P0,0,1,014,2.50,0.96,,,0.235,0.051,5.0,0.4,5.4,,
1978,III,P0,0,3,031,4.09,1.79,,,0.33,0.068,11.5,1.0,12.5,,
1978,III,P0,0,3,032,2.51,1.10,,,0.348,0.109,7.4,1.0,8.4,,
1978,III,P0,0,3,033,4.62,2.29,,,0.311,0.069,12.2,1.3,13.6,,
1978,III,P0,0,3,034,4.68,2.20,,,0.314,0.06,12.5,1.1,13.6,,
1978,III,P0,0,5,051,2.33,0.72,,,0.245,0.053,4.9,0.3,5.2,,
1978,III,P0,0,5,052,1.73,0.51,,,0.268,0.059,3.9,0.3,4.2,,
1978,III,P0,0,5,053,2.97,1.31,,,0.239,0.063,6.0,0.7,6.7,,
1978,III,P0,0,5,054,2.60,1.11,,,0.232,0.053,5.1,0.5,5.6,,
1978,III,P0,0,7,071,3.76,1.62,,,0.299,0.068,9.6,0.9,10.5,,
1978,III,P0,0,7,072,1.99,0.66,,,0.302,0.082,5.1,0.5,5.6,,
1978,III,P0,0,7,073,4.45,2.11,,,0.273,0.061,10.3,1.1,11.4,,
1978,III,P0,0,7,074,4.05,1.70,,,0.279,0.066,9.6,1.0,10.6,,
1978,III,P0,0,9,091,3.52,1.41,,,0.295,0.07,8.8,0.8,9.7,,
1978,III,P0,0,9,092,1.97,0.66,,,0.311,0.096,5.2,0.5,5.7,,
1978,III,P0,0,9,093,4.16,1.68,,,0.292,0.067,10.3,1.0,11.3,,
1978,III,P0,0,9,094,4.01,1.77,,,0.28,0.067,9.5,1.0,10.6,,
1979,III,P0,0,1,011,0.44,0.37,,,0.271,0.06,1.0,0.2,1.2,,
1979,III,P0,0,1,012,1.22,0.51,,,0.233,0.056,2.4,0.2,2.7,,
1979,III,P0,0,1,013,1.28,0.51,,,0.235,0.051,2.6,0.2,2.8,,
1979,III,P0,0,1,014,0.86,0.22,,,0.241,0.052,1.8,0.1,1.9,,
1979,III,P0,0,3,031,1.50,0.30,,,0.348,0.109,4.4,0.3,4.7,,
1979,III,P0,0,3,032,4.62,2.73,,,0.311,0.069,12.2,1.6,13.8,,
1979,III,P0,0,3,033,4.57,2.64,,,0.314,0.06,12.2,1.3,13.5,,
1979,III,P0,0,3,034,3.54,1.76,,,0.33,0.068,9.9,1.0,10.9,,
1979,III,P0,0,5,051,0.51,0.15,,,0.268,0.059,1.2,0.1,1.2,,
1979,III,P0,0,5,052,1.60,0.74,,,0.239,0.063,3.3,0.4,3.6,,
1979,III,P0,0,5,053,1.19,0.52,,,0.232,0.053,2.3,0.2,2.6,,
1979,III,P0,0,5,054,0.95,0.44,,,0.245,0.053,2.0,0.2,2.2,,
1979,III,P0,0,7,071,1.37,0.29,,,0.302,0.082,3.5,0.2,3.7,,
1979,III,P0,0,7,072,4.27,2.76,,,0.273,0.061,9.9,1.4,11.3,,
1979,III,P0,0,7,073,3.93,1.97,,,0.279,0.066,9.3,1.1,10.4,,
1979,III,P0,0,7,074,2.71,1.25,,,0.299,0.068,6.9,0.7,7.6,,
1979,III,P0,0,9,091,1.29,0.30,,,0.311,0.096,3.4,0.2,3.7,,
1979,III,P0,0,9,092,3.89,2.44,,,0.292,0.067,9.7,1.4,11.0,,
1979,III,P0,0,9,093,4.15,2.04,,,0.28,0.067,9.9,1.2,11.0,,
1979,III,P0,0,9,094,3.17,1.24,,,0.295,0.07,7.9,0.7,8.7,,
1980,III,P0,0,1,011,1.18,0.38,,,0.233,0.056,2.3,0.2,2.5,,
1980,III,P0,0,1,012,1.58,0.60,,,0.235,0.051,3.2,0.3,3.4,,
1980,III,P0,0,1,013,1.77,0.68,,,0.241,0.052,3.6,0.3,3.9,,
1980,III,P0,0,1,014,1.37,0.46,,,0.271,0.06,3.2,0.2,3.4,,
1980,III,P0,0,3,031,3.58,2.07,,,0.311,0.069,9.5,1.2,10.7,,
1980,III,P0,0,3,032,3.84,2.01,,,0.314,0.06,10.2,1.0,11.3,,
1980,III,P0,0,3,033,3.40,1.64,,,0.33,0.068,9.5,0.9,10.5,,
1980,III,P0,0,3,034,2.20,0.84,,,0.348,0.109,6.5,0.8,7.3,,
1980,III,P0,0,5,051,0.98,0.39,,,0.239,0.063,2.0,0.2,2.2,,
1980,III,P0,0,5,052,1.71,0.68,,,0.232,0.053,3.4,0.3,3.7,,
1980,III,P0,0,5,053,1.52,0.61,,,0.245,0.053,3.2,0.3,3.4,,
1980,III,P0,0,5,054,1.01,0.34,,,0.268,0.059,2.3,0.2,2.5,,
1980,III,P0,0,7,071,2.98,1.68,,,0.273,0.061,6.9,0.9,7.8,,
1980,III,P0,0,7,072,3.16,1.62,,,0.279,0.066,7.5,0.9,8.4,,
1980,III,P0,0,7,073,2.92,1.34,,,0.299,0.068,7.4,0.8,8.2,,
1980,III,P0,0,7,074,1.66,0.70,,,0.302,0.082,4.3,0.5,4.7,,
1980,III,P0,0,9,091,2.92,1.52,,,0.292,0.067,7.2,0.9,8.1,,
1980,III,P0,0,9,092,3.19,1.44,,,0.28,0.067,7.6,0.8,8.4,,
1980,III,P0,0,9,093,2.91,1.08,,,0.295,0.07,7.3,0.6,7.9,,
1980,III,P0,0,9,094,1.71,0.42,,,0.311,0.096,4.5,0.3,4.9,,
1981,III,P0,0,1,011,1.03,0.29,,,0.235,0.051,2.1,0.1,2.2,1.8,
1981,III,P0,0,1,012,1.29,0.44,,,0.241,0.052,2.6,0.2,2.8,1.8,
1981,III,P0,0,1,013,0.82,0.29,,,0.271,0.06,1.9,0.1,2.0,1.6,
1981,III,P0,0,1,014,1.64,0.66,,,0.233,0.056,3.2,0.3,3.6,1.4,
1981,III,P0,0,3,031,4.16,2.27,,,0.314,0.06,11.1,1.2,12.3,9.6,
1981,III,P0,0,3,032,3.75,1.99,,,0.33,0.068,10.5,1.2,11.7,11.4,
1981,III,P0,0,3,033,3.58,0.65,,,0.348,0.109,10.6,0.6,11.2,11.0,
1981,III,P0,0,3,034,3.46,1.91,,,0.311,0.069,9.1,1.1,10.3,8.4,
1981,III,P0,0,5,051,0.70,0.29,,,0.232,0.053,1.4,0.1,1.5,3.2,
1981,III,P0,0,5,052,1.21,0.44,,,0.245,0.053,2.5,0.2,2.7,2.8,
1981,III,P0,0,5,053,0.87,0.22,,,0.268,0.059,2.0,0.1,2.1,2.8,
1981,III,P0,0,5,054,1.07,0.29,,,0.239,0.063,2.2,0.2,2.3,2.0,
1981,III,P0,0,7,071,3.26,1.55,,,0.279,0.066,7.7,0.9,8.6,6.4,
1981,III,P0,0,7,072,3.06,1.25,,,0.299,0.068,7.8,0.7,8.5,7.2,
1981,III,P0,0,7,073,2.44,0.51,,,0.302,0.082,6.3,0.4,6.6,7.0,
1981,III,P0,0,7,074,2.83,1.47,,,0.273,0.061,6.6,0.8,7.3,5.8,
1981,III,P0,0,9,091,3.42,1.83,,,0.28,0.067,8.1,1.0,9.2,7.6,
1981,III,P0,0,9,092,4.37,1.68,,,0.295,0.07,11.0,1.0,12.0,9.6,
1981,III,P0,0,9,093,2.66,0.59,,,0.311,0.096,7.0,0.5,7.5,7.2,
1981,III,P0,0,9,094,3.47,1.77,,,0.292,0.067,8.6,1.0,9.6,5.2,
1982,III,P0,0,1,011,0.87,0.36,,,0.241,0.052,1.8,0.2,1.9,,
1982,III,P0,0,1,012,0.67,0.29,,,0.271,0.06,1.5,0.1,1.7,,
1982,III,P0,0,1,013,1.70,0.71,,,0.233,0.056,3.4,0.3,3.7,,
1982,III,P0,0,1,014,1.06,0.42,,,0.235,0.051,2.1,0.2,2.3,,
1982,III,P0,0,3,031,4.36,1.73,,,0.33,0.068,12.2,1.0,13.2,,
1982,III,P0,0,3,032,2.80,0.65,,,0.348,0.109,8.3,0.6,8.9,,
1982,III,P0,0,3,033,4.90,2.46,,,0.311,0.069,13.0,1.4,14.4,,
1982,III,P0,0,3,034,4.15,1.94,,,0.314,0.06,11.1,1.0,12.1,,
1982,III,P0,0,5,051,1.00,0.28,,,0.245,0.053,2.1,0.1,2.2,,
1982,III,P0,0,5,052,0.72,0.14,,,0.268,0.059,1.6,0.1,1.7,,
1982,III,P0,0,5,053,1.62,0.43,,,0.239,0.063,3.3,0.2,3.5,,
1982,III,P0,0,5,054,1.19,0.35,,,0.232,0.053,2.3,0.2,2.5,,
1982,III,P0,0,7,071,2.47,0.94,,,0.299,0.068,6.3,0.5,6.8,,
1982,III,P0,0,7,072,1.79,0.43,,,0.302,0.082,4.6,0.3,4.9,,
1982,III,P0,0,7,073,3.61,1.59,,,0.273,0.061,8.4,0.8,9.2,,
1982,III,P0,0,7,074,2.61,1.00,,,0.279,0.066,6.2,0.6,6.8,,
1982,III,P0,0,9,091,3.04,1.38,,,0.295,0.07,7.6,0.8,8.4,,
1982,III,P0,0,9,092,2.34,0.43,,,0.311,0.096,6.2,0.4,6.5,,
1982,III,P0,0,9,093,3.26,1.36,,,0.292,0.067,8.1,0.8,8.9,,
1982,III,P0,0,9,094,2.40,1.01,,,0.28,0.067,5.7,0.6,6.3,,
1983,III,P0,0,1,011,0.97,0.21,,,0.271,0.06,2.2,0.1,2.3,,
1983,III,P0,0,1,012,1.68,0.81,,,0.233,0.056,3.3,0.4,3.7,,
1983,III,P0,0,1,013,1.32,0.59,,,0.235,0.051,2.6,0.3,2.9,,
1983,III,P0,0,1,014,1.65,0.58,,,0.241,0.052,3.4,0.3,3.6,,
1983,III,P0,0,3,031,2.00,0.22,,,0.348,0.109,5.9,0.2,6.1,,
1983,III,P0,0,3,032,4.51,2.73,,,0.311,0.069,11.9,1.6,13.5,,
1983,III,P0,0,3,033,4.50,2.01,,,0.314,0.06,12.0,1.0,13.0,,
1983,III,P0,0,3,034,3.46,0.94,,,0.33,0.068,9.7,0.5,10.2,,
1983,III,P0,0,5,051,0.80,0.15,,,0.268,0.059,1.8,0.1,1.9,,
1983,III,P0,0,5,052,1.99,0.80,,,0.239,0.063,4.0,0.4,4.5,,
1983,III,P0,0,5,053,1.46,0.55,,,0.232,0.053,2.9,0.2,3.1,,
1983,III,P0,0,5,054,1.94,0.51,,,0.245,0.053,4.0,0.2,4.3,,
1983,III,P0,0,7,071,1.67,0.49,,,0.302,0.082,4.3,0.3,4.6,,
1983,III,P0,0,7,072,3.79,2.71,,,0.273,0.061,8.8,1.4,10.2,,
1983,III,P0,0,7,073,4.05,1.56,,,0.279,0.066,9.6,0.9,10.5,,
1983,III,P0,0,7,074,2.92,1.10,,,0.299,0.068,7.4,0.6,8.1,,
1983,III,P0,0,9,091,2.77,0.36,,,0.311,0.096,7.3,0.3,7.6,,
1983,III,P0,0,9,092,4.56,3.01,,,0.292,0.067,11.3,1.7,13.0,,
1983,III,P0,0,9,093,3.24,1.48,,,0.28,0.067,7.7,0.8,8.6,,
1983,III,P0,0,9,094,2.76,1.03,,,0.295,0.07,6.9,0.6,7.5,,
1984,III,P0,0,1,011,0.82,0.41,,,0.233,0.056,1.6,0.2,1.8,,
1984,III,P0,0,1,012,0.79,0.27,,,0.235,0.051,1.6,0.1,1.7,,
1984,III,P0,0,1,013,0.54,0.21,,,0.241,0.052,1.1,0.1,1.2,,
1984,III,P0,0,1,014,0.78,0.34,,,0.271,0.06,1.8,0.2,2.0,,
1984,III,P0,0,3,031,2.95,1.44,,,0.311,0.069,7.8,0.8,8.6,,
1984,III,P0,0,3,032,3.07,1.64,,,0.314,0.06,8.2,0.8,9.0,,
1984,III,P0,0,3,033,2.99,1.16,,,0.33,0.068,8.4,0.7,9.1,,
1984,III,P0,0,3,034,2.09,0.54,,,0.348,0.109,6.2,0.5,6.7,,
1984,III,P0,0,5,051,1.23,0.41,,,0.239,0.063,2.5,0.2,2.7,,
1984,III,P0,0,5,052,1.13,0.41,,,0.232,0.053,2.2,0.2,2.4,,
1984,III,P0,0,5,053,1.19,0.41,,,0.245,0.053,2.5,0.2,2.7,,
1984,III,P0,0,5,054,0.90,0.28,,,0.268,0.059,2.1,0.1,2.2,,
1984,III,P0,0,7,071,2.37,1.30,,,0.273,0.061,5.5,0.7,6.2,,
1984,III,P0,0,7,072,2.26,1.11,,,0.279,0.066,5.4,0.6,6.0,,
1984,III,P0,0,7,073,2.17,0.96,,,0.299,0.068,5.5,0.6,6.1,,
1984,III,P0,0,7,074,1.77,0.48,,,0.302,0.082,4.5,0.3,4.9,,
1984,III,P0,0,9,091,2.46,1.42,,,0.292,0.067,6.1,0.8,6.9,,
1984,III,P0,0,9,092,1.64,0.89,,,0.28,0.067,3.9,0.5,4.4,,
1984,III,P0,0,9,093,2.26,0.96,,,0.295,0.07,5.7,0.6,6.2,,
1984,III,P0,0,9,094,2.34,0.62,,,0.311,0.096,6.2,0.5,6.7,,
1985,III,P0,0,1,011,2.11,0.83,,,0.235,0.051,4.2,0.4,4.6,1.8,
1985,III,P0,0,1,012,1.99,0.73,,,0.241,0.052,4.1,0.3,4.4,1.8,
1985,III,P0,0,1,013,1.57,0.46,,,0.271,0.06,3.6,0.2,3.9,1.6,
1985,III,P0,0,1,014,2.31,0.82,,,0.233,0.056,4.6,0.4,5.0,1.4,
1985,III,P0,0,3,031,4.05,2.49,,,0.314,0.06,10.8,1.3,12.1,7.8,
1985,III,P0,0,3,032,3.75,1.88,,,0.33,0.068,10.5,1.1,11.6,9.6,
1985,III,P0,0,3,033,2.98,0.97,,,0.348,0.109,8.8,0.9,9.7,9.2,
1985,III,P0,0,3,034,3.55,2.50,,,0.311,0.069,9.4,1.5,10.9,6.6,
1985,III,P0,0,5,051,2.34,0.91,,,0.232,0.053,4.6,0.4,5.0,3.2,
1985,III,P0,0,5,052,2.38,0.91,,,0.245,0.053,5.0,0.4,5.4,2.8,
1985,III,P0,0,5,053,1.90,0.65,,,0.268,0.059,4.3,0.3,4.7,2.8,
1985,III,P0,0,5,054,2.09,0.86,,,0.239,0.063,4.2,0.5,4.7,2.0,
1985,III,P0,0,7,071,3.66,2.09,,,0.279,0.066,8.7,1.2,9.9,5.6,
1985,III,P0,0,7,072,3.21,1.68,,,0.299,0.068,8.2,1.0,9.1,6.4,
1985,III,P0,0,7,073,2.99,0.92,,,0.302,0.082,7.7,0.6,8.3,6.2,
1985,III,P0,0,7,074,3.49,2.15,,,0.273,0.061,8.1,1.1,9.2,5.0,
1985,III,P0,0,9,091,3.67,1.99,,,0.28,0.067,8.7,1.1,9.9,7.2,
1985,III,P0,0,9,092,2.82,1.40,,,0.295,0.07,7.1,0.8,7.9,9.2,
1985,III,P0,0,9,093,2.65,0.92,,,0.311,0.096,7.0,0.8,7.8,6.8,
1985,III,P0,0,9,094,3.17,2.14,,,0.292,0.067,7.9,1.2,9.1,4.8,
